Study,Species,Genus,Family,Order,Migration_distance,Location,Latitude,Longitude,Continent,Start_year,End_year,Predictor,Response_variable,Slope,SE,SE_calc,N,P_value,T_value,Temperature_location,Data_source,Arrival_location,,gendiet,maindiet,bodymass,bodysource,genhabitat,mainhabitat,hemisphere
"Robson, D. & Barriocanal, C. (2011) Ecological conditions in wintering and passage areas as determinants of timing of spring migration in trans–Saharan migratory birds. Journal of Animal Ecology, 80, 320–331.  ",Hippolais polyglotta,Hippolais,Acrocephalidae,Passeriformes,long,Spain,39.6,-2.7,Europe,1993,2007,year,mean arrival,0.36,0.37,,,,,,standardized capture and ringing,passage,,,,,,,,
"Robson, D. & Barriocanal, C. (2011) Ecological conditions in wintering and passage areas as determinants of timing of spring migration in trans–Saharan migratory birds. Journal of Animal Ecology, 80, 320–331.  ",Lanius senator,Lanius,Laniidae,Passeriformes,long,Spain,39.6,-2.7,Europe,1993,2007,year,mean arrival,-0.15,0.39,,,,,,standardized capture and ringing,passage,,,,,,,,
"Robson, D. & Barriocanal, C. (2011) Ecological conditions in wintering and passage areas as determinants of timing of spring migration in trans–Saharan migratory birds. Journal of Animal Ecology, 80, 320–331.  ",Luscinia megarhynchos,Lanius,Laniidae,Passeriformes,long,Spain,39.6,-2.7,Europe,1993,2007,year,mean arrival,-0.4,0.27,,,,,,standardized capture and ringing,passage,,,,,,,,
"Robson, D. & Barriocanal, C. (2011) Ecological conditions in wintering and passage areas as determinants of timing of spring migration in trans–Saharan migratory birds. Journal of Animal Ecology, 80, 320–331.  ",Muscicapa striata,Muscicapa,Muscicapidae,Passeriformes,long,Spain,39.6,-2.7,Europe,1993,2007,year,mean arrival,-0.17,0.14,,,,,,standardized capture and ringing,passage,,,,,,,,
"Robson, D. & Barriocanal, C. (2011) Ecological conditions in wintering and passage areas as determinants of timing of spring migration in trans–Saharan migratory birds. Journal of Animal Ecology, 80, 320–331.  ",Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Passeriformes,long,Spain,39.6,-2.7,Europe,1993,2007,year,mean arrival,-0.35,0.21,,,,,,standardized capture and ringing,passage,,,,,,,,
"Robson, D. & Barriocanal, C. (2011) Ecological conditions in wintering and passage areas as determinants of timing of spring migration in trans–Saharan migratory birds. Journal of Animal Ecology, 80, 320–331.  ",Phylloscopus bonelli,Phylloscopus,Phylloscopidae,Passeriformes,long,Spain,39.6,-2.7,Europe,1993,2007,year,mean arrival,-0.08,0.5,,,,,,standardized capture and ringing,passage,,,,,,,,
"Robson, D. & Barriocanal, C. (2011) Ecological conditions in wintering and passage areas as determinants of timing of spring migration in trans–Saharan migratory birds. Journal of Animal Ecology, 80, 320–331.  ",Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Passeriformes,long,Spain,39.6,-2.7,Europe,1993,2007,year,mean arrival,-0.34,0.25,,,,,,standardized capture and ringing,passage,,,,,,,,
"Robson, D. & Barriocanal, C. (2011) Ecological conditions in wintering and passage areas as determinants of timing of spring migration in trans–Saharan migratory birds. Journal of Animal Ecology, 80, 320–331.  ",Phylloscopus sibilatrix,Phylloscopus,Phylloscopidae,Passeriformes,long,Spain,39.6,-2.7,Europe,1993,2007,year,mean arrival,-0.36,0.46,,,,,,standardized capture and ringing,passage,,,,,,,,
"Robson, D. & Barriocanal, C. (2011) Ecological conditions in wintering and passage areas as determinants of timing of spring migration in trans–Saharan migratory birds. Journal of Animal Ecology, 80, 320–331.  ",Saxicola rubetra,Saxicola,Muscicapidae,Passeriformes,long,Spain,39.6,-2.7,Europe,1993,2007,year,mean arrival,-0.56,0.18,,,,,,standardized capture and ringing,passage,,,,,,,,
"Robson, D. & Barriocanal, C. (2011) Ecological conditions in wintering and passage areas as determinants of timing of spring migration in trans–Saharan migratory birds. Journal of Animal Ecology, 80, 320–331.  ",Sylvia borin,Sylvia,Sylviidae,Passeriformes,long,Spain,39.6,-2.7,Europe,1993,2007,year,mean arrival,-0.45,0.3,,,,,,standardized capture and ringing,passage,,,,,,,,
"Robson, D. & Barriocanal, C. (2011) Ecological conditions in wintering and passage areas as determinants of timing of spring migration in trans–Saharan migratory birds. Journal of Animal Ecology, 80, 320–331.  ",Sylvia communis,Sylvia,Sylviidae,Passeriformes,long,Spain,39.6,-2.7,Europe,1993,2007,year,mean arrival,-0.39,0.31,,,,,,standardized capture and ringing,passage,,,,,,,,
"Smith, P. & Smith, J. (2012) Climate change and bird migration in south–eastern Australia. Emu, 112, 333–342.                                                 ",Scythrops novaehollandiae,Scythrops,Cuculidae,Cuculiformes,long,Australia,-33.8,150.6,Australasia,1980,2011,year,first arrival,-0.5,0.135,-0.135,28,0.001,3.707,,scientist observation in field,breeding,,,,,,,,
"Smith, P. & Smith, J. (2012) Climate change and bird migration in south–eastern Australia. Emu, 112, 333–342.                                                 ",Ninox novaeseelandiae,Ninox,Strigidae,Strigiformes,short,Australia,-33.8,150.6,Australasia,1981,2011,year,first arrival,-0.844,0.374,-0.374,27,0.033,2.257,,scientist observation in field,breeding,,,,,,,,
"Smith, P. & Smith, J. (2012) Climate change and bird migration in south–eastern Australia. Emu, 112, 333–342.                                                 ",Todiramphus sanctus,Todiramphus,Alcedinidae,Coraciiformes,short,Australia,-33.8,150.6,Australasia,1980,2011,year,first arrival,-0.549,0.213,-0.213,24,0.017,2.582,,scientist observation in field,breeding,,,,,,,,
"Smith, P. & Smith, J. (2012) Climate change and bird migration in south–eastern Australia. Emu, 112, 333–342.                                                 ",Myzomela sanguinolenta,Myzomela,Meliphagidae,Passeriformes,short,Australia,-33.8,150.6,Australasia,1981,2011,year,first arrival,-1.936,0.601,-0.601,19,0.005,3.222,,scientist observation in field,breeding,,,,,,,,
"Smith, P. & Smith, J. (2012) Climate change and bird migration in south–eastern Australia. Emu, 112, 333–342.                                                 ",Coracina tenuirostris,Coracina,Campephagidae,Passeriformes,long,Australia,-33.8,150.6,Australasia,1980,2011,year,first arrival,-0.836,0.223,-0.223,26,0.001,3.745,,scientist observation in field,breeding,,,,,,,,
"Smith, P. & Smith, J. (2012) Climate change and bird migration in south–eastern Australia. Emu, 112, 333–342.                                                 ",Myiagra rubecula,Myiagra,Monarchidae,Passeriformes,short,Australia,-33.8,150.6,Australasia,1980,2011,year,first arrival,-0.402,0.161,-0.161,28,0.019,2.501,,scientist observation in field,breeding,,,,,,,,
"Goodenough, A.E., Hart, A.G. & Elliot, S.L. (2011) What prevents phenological adjustment to climate change in migrant bird species? Evidence against the ""arrival constraint"" hypothesis. International Journal of Biometeorology, 55, 97–102.",Ficedula hypoleuca,Ficedula,Muscicapidae,Passeriformes,long,United Kingdom,51.8,2.6,Europe,1990,2004,year,first arrival,-0.097,0.218,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Goodenough, A.E., Hart, A.G. & Stafford, R. (2010) Is adjustment of breeding phenology keeping pace with the need for change? Linking observed response in woodland birds to changes in temperature and selection pressure. Climatic Change, 102, 687–697. ",Parus caeruleus,Parus,Paridae,Passeriformes,short,United Kingdom,51.8,2.6,Europe,1974,2004,year,first arrival,-0.293,0.112,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Goodenough, A.E., Hart, A.G. & Stafford, R. (2010) Is adjustment of breeding phenology keeping pace with the need for change? Linking observed response in woodland birds to changes in temperature and selection pressure. Climatic Change, 102, 687–697. ",Parus major,Parus,Paridae,Passeriformes,short,United Kingdom,51.8,2.6,Europe,1974,2004,year,first arrival,-0.226,0.091,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Goodenough, A.E., Hart, A.G. & Stafford, R. (2010) Is adjustment of breeding phenology keeping pace with the need for change? Linking observed response in woodland birds to changes in temperature and selection pressure. Climatic Change, 102, 687–697. ",Ficedula hypoleuca,Ficedula,Muscicapidae,Passeriformes,short,United Kingdom,51.8,2.6,Europe,1974,2004,year,first arrival,-0.132,0.075,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Goodenough, A.E., Hart, A.G. & Stafford, R. (2010) Is adjustment of breeding phenology keeping pace with the need for change? Linking observed response in woodland birds to changes in temperature and selection pressure. Climatic Change, 102, 687–697. ",Parus ater,Parus,Paridae,Passeriformes,short,United Kingdom,51.8,2.6,Europe,1974,2004,year,first arrival,-0.002,0.119,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Goodenough, A.E., Hart, A.G. & Stafford, R. (2010) Is adjustment of breeding phenology keeping pace with the need for change? Linking observed response in woodland birds to changes in temperature and selection pressure. Climatic Change, 102, 687–697. ",Sitta europaea,Sitta,Sittidae,Passeriformes,long,United Kingdom,51.8,2.6,Europe,1974,2004,year,first arrival,-0.283,0.091,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Goodenough, A.E., Hart, A.G. & Stafford, R. (2010) Is adjustment of breeding phenology keeping pace with the need for change? Linking observed response in woodland birds to changes in temperature and selection pressure. Climatic Change, 102, 687–697. ",Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Passeriformes,short,United Kingdom,51.8,2.6,Europe,1974,2004,year,first arrival,-0.01,0.181,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Turnix velox,Turnix,Turnicidae,Turniciformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,0.313,0.266,,,,,,amateur ornithologist group,passage or breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Turnix pyrrhothorax,Turnix,Turnicidae,Turniciformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,1.25,2.523,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Nymphicus hollandicus,Nymphicus,Cacatuidae,Psittaciformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,0.525,0.238,,,,,,amateur ornithologist group,passage or breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Melopsittacus undulatus,Melopsittacus,Psittaculidae,Psittaciformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,-0.915,0.627,,,,,,amateur ornithologist group,passage or breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Cuculus pallidus,Cuculus,Cuculidae,Cuculiformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,0.465,0.48,,,,,,amateur ornithologist group,passage or breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Cacomantis flabelliformis,Cacomantis,Cuculidae,Cuculiformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,-0.01,0.266,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Chrysococcyx osculans,Chrysococcyx,Cuculidae,Cuculiformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,0.052,1.727,,,,,,amateur ornithologist group,passage or breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Chrysococcyx basalis,Chrysococcyx,Cuculidae,Cuculiformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,0.546,0.435,,,,,,amateur ornithologist group,passage or breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Chrysococcyx lucidus,Chrysococcyx,Cuculidae,Cuculiformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,0.987,2.376,,,,,,amateur ornithologist group,passage or breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Merops ornatus,Merops,Meropidae,Coraciiformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,-0.233,0.068,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Todiramphus pyrrhopygius,Todiramphus,Alcedinidae,Coraciiformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,0.944,2.26,,,,,,amateur ornithologist group,passage or breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Petroica phoenicea,Petroica,Peteroicidae,Passeriformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,0.336,0.191,,,,,,amateur ornithologist group,passage or breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Lalage sueurii,Lalage,Campephagidae,Passeriformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,-0.464,0.249,,,,,,amateur ornithologist group,passage or breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Artamus personatus,Artamus,Artamidae,Passeriformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,-0.019,0.297,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Artamus superciliosus,Artamus,Artamidae,Passeriformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,0.09,0.272,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Artamus cinereus,Artamus,Artamidae,Passeriformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,0.733,0.529,,,,,,amateur ornithologist group,passage or breeding,,,,,,,,
"Eckert, J. (2014) Arrival dates of migrant bush birds in the Strathalbyn district: a 45 year collaborative study. South Australian Ornithologist, 39,58–73.     ",Cincloramphus mathewsi,Cincloramphus,Locustellidae,Passeriformes,unclassified,Australia,-35.3,138.9,Australasia,1963,2008,year,first arrival,0.002,0.44,,,,,,amateur ornithologist group,breeding,,,,,,,,
"Dolenec, Z. & Dolenec, P. (2011) Spring migration characteristics of the house martin, Delichon urbica (Aves: Hirundinidae) in Croatia: a response to climate change? Zoologia, 28, 139–141.       ",Delichon urbicum,Delichon,Hirundinidae,Passeriformes,long,Croatia,46,15.9,Europe,1981,2008,year,first arrival,-0.213,0.081,,,,,,standardized scientist observation in field or centre,breeding,,,,,,,,
